,종목명,날짜,제목,본문,SN_caller,SL_caller,NNP_caller,NNG_caller,SF_caller,SS_caller,SW_caller,SP_caller,NR_caller,NNB_caller,JKB_caller,JX_caller,XSN_caller,JC_caller,JKO_caller,MAG_caller,JKG_caller,VV_caller,EC_caller,XSV_caller,EP_caller,MAJ_caller,ETM_caller,XPN_caller,MM_caller,JKS_caller,VCP_caller,VA_caller,NA_caller,XR_caller,ETN_caller,XSA_caller,SO_caller,NP_caller,EF_caller,VX_caller,VCN_caller,SH_caller,IC_caller,JKV_caller,SN_other,SL_other,NNP_other,NNG_other,SF_other,SS_other,SW_other,SP_other,NR_other,NNB_other,JKB_other,JX_other,XSN_other,JC_other,JKO_other,MAG_other,JKG_other,VV_other,EC_other,XSV_other,EP_other,MAJ_other,ETM_other,XPN_other,MM_other,JKS_other,VCP_other,VA_other,NA_other,XR_other,ETN_other,XSA_other,SO_other,NP_other,EF_other,VX_other,VCN_other,SH_other,IC_other,JKV_other,stock_name,price,price + 30days
2839,SK이노베이션,24.07.19,SK이노베이션 - SK E&S 합병,,15.0,9.0,19.0,36.0,9.0,0.0,0.0,12.0,0.0,9.0,6.0,1.0,2.0,0.0,8.0,2.0,1.0,4.0,8.0,9.0,1.0,1.0,5.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,15.0,9.0,19.0,36.0,9.0,0.0,0.0,12.0,0.0,9.0,6.0,1.0,2.0,0.0,8.0,2.0,1.0,4.0,8.0,9.0,1.0,1.0,5.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,SK이노베이션,114400,101900
2846,코미코,24.07.19,2Q24 예상 영업이익 321억원,"동사 연결기준 2Q24 예상 매출액과 영업이익은 각각 1,300억원(YoY +107%, QoQ +10%), 321억원(OPM 25%, YoY +394%, QoQ +15%)으로 시장 컨센서스를 크게 상회할 것. 1)세정/코팅 예상 영업이익은 93억원(OPM 13%, YoY +45%, QoQ +20%)으로, 국내 메모리반도체 가동률 회복세에 더해 아시아법인(싱가폴/대만) 중심의 가동률 정상화에 따른 실적 개선 초입 구간에 진입하며, 2)자회사 미코세라믹스 예상 영업이익은 228억원(OPM 41%, YoY +185%, QoQ +1%)으로 세라믹히터 수요는 여전히 견조한 가운데 전분기대비 수익성 개선도 가능했을 것으로 추정하기 때문.",19.0,15.0,30.0,50.0,12.0,5.0,11.0,8.0,2.0,10.0,9.0,7.0,3.0,1.0,3.0,1.0,2.0,3.0,7.0,14.0,8.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,30.0,50.0,12.0,5.0,11.0,8.0,2.0,10.0,9.0,7.0,3.0,1.0,3.0,1.0,2.0,3.0,7.0,14.0,8.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,코미코,코미코에 해당하는 종목이 없습니다,코미코에 해당하는 종목이 없습니다
2847,덴티움,24.07.19,2Q24 Preview: 매출액 영업이익 모두 시장기대치 하회할 것으로 예상,"매출액은 전년 대비 3% 증가한 1,094억원으로 시장기대치를 하회할 것으로 예상된다. 영업이익도 전년 대비 6% 감소한 343억원(OPM 31.3%)으로 시장기대치를 하회할 것으로 보인다. 시장기대치 하회의 가장 큰 원인은 중국과 러시아의 6월 수출 부진으로 추정된다. 4~5월까지 호조세를 보이던 중국 수출물량이 6월 이후 부진한 것으로 파악된다. 또한, 러시아 수출 물량도 통관 및 물류 이슈로 6월 선적 물량이 7~8월로 이연된 것으로 보인다.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,덴티움,79200,58100
2849,SK이노베이션,24.07.19,"투자의견 매수, 목표주가 180,000원 유지","목표주가는 SOTP 방식으로 산출. 합병 이후 SK E&S의 사업가치 14.5조원 반영. 24년 예상 EBITDA 1.8조원에 Target 멀티플 8.0배(한국가스공사, 예스코홀딩스, SK가스) 평균치 적용.",43.0,7.0,44.0,140.0,23.0,6.0,15.0,19.0,5.0,18.0,20.0,18.0,11.0,2.0,13.0,5.0,5.0,18.0,26.0,24.0,13.0,1.0,16.0,1.0,3.0,11.0,7.0,7.0,0.0,4.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,7.0,44.0,140.0,23.0,6.0,15.0,19.0,5.0,18.0,20.0,18.0,11.0,2.0,13.0,5.0,5.0,18.0,26.0,24.0,13.0,1.0,16.0,1.0,3.0,11.0,7.0,7.0,0.0,4.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SK이노베이션,114400,101900
2856,대상,24.07.19,"투자의견 BUY, 목표주가 32,000원 제시","목표주가는 12MF EPS 3,208원에 Target PER 10배(국내 음식료 업종 평균) 적용하여 산출. 하반기에도 1) 식품 안정적 성장 2) 소재 기저효과 3) 자회사 수익성 회복으로 실적 개선 이어질 것. 해외 사업도 강화하고 있어 유의미한 해외 매출 확대 시 밸류에이션 매력 부각되며 주가 상승 예상",30.0,17.0,12.0,46.0,10.0,12.0,23.0,10.0,4.0,11.0,7.0,5.0,7.0,1.0,6.0,1.0,4.0,2.0,4.0,9.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,12.0,46.0,10.0,12.0,23.0,10.0,4.0,11.0,7.0,5.0,7.0,1.0,6.0,1.0,4.0,2.0,4.0,9.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,대상,20050,19880
2857,빙그레,24.07.19,"투자의견 BUY, 목표주가 120,000원 제시","목표주가는 12MF EPS 11,703원에 Target PER 10배(국내 음식료 업종 평균) 적용하여 산출. 1) 메가브랜드의 견조한 국내 매출 2) 해외 수출 확대 3) 25년 하반기 해태 무형자산상각비 해소가 예상됨에 따라 실적 개선세 지속 예상. K푸드 성장성에 대한 관심이 높아지고 있는 상황에서 고성장세를 보이고 있는 수출 매출이 유의미한 비중까지 확대 시 밸류에이션 프리미엄까지 가능할 전망",43.0,12.0,34.0,41.0,16.0,21.0,20.0,17.0,11.0,10.0,6.0,5.0,2.0,1.0,6.0,1.0,6.0,6.0,7.0,6.0,4.0,2.0,6.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,43.0,12.0,34.0,41.0,16.0,21.0,20.0,17.0,11.0,10.0,6.0,5.0,2.0,1.0,6.0,1.0,6.0,6.0,7.0,6.0,4.0,2.0,6.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,빙그레,62700,66800
2858,하이트진로,24.07.19,"투자의견 BUY, 목표주가 28,000원 유지",지난해말 단행한 소주/맥주 가격인상 효과와 마케팅 비용 정상화로 연중 실적 개선세는 이어질 것. 2분기 소주 판매량 회복은 긍정적이나 맥주 매출 부진 예상. 주류 트렌드 변화로 저도수 하이볼 등이 인기를 끌며 맥주시장 위축과 지난해 켈리 출시 이후 카니발 효과로 기존 브랜드 테라 매출 감소 지속 3분기 여름 성수기와 올림픽 특수를 앞두고 맥주 매출 회복을 위해 7월 무설탕 저칼로리 신제품 테라라이트 출시. 제로 트렌드에 맞춘 신제품으로 테라 매출 회복 기대. 3분기 유의미한 맥주 점유율 확대 확인 시 주가 상승 트리거로 작용할 것으로 예상.,33.0,1.0,38.0,111.0,15.0,10.0,7.0,20.0,10.0,24.0,16.0,13.0,4.0,2.0,6.0,3.0,7.0,0.0,12.0,23.0,8.0,5.0,14.0,1.0,3.0,4.0,8.0,3.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,1.0,38.0,111.0,15.0,10.0,7.0,20.0,10.0,24.0,16.0,13.0,4.0,2.0,6.0,3.0,7.0,0.0,12.0,23.0,8.0,5.0,14.0,1.0,3.0,4.0,8.0,3.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,하이트진로,20100,20750
2859,솔루엠,24.07.19,2Q24 Preview: 해상 운임 비용 증가 리스크. 실적 하향 조정 불가피,"2Q24 매출액 3,705억원(-29.2% YoY), 영업이익 192억원(-56.5% YoY)으로 컨센서스 대비 각각 -11%, -25%로 추정한다. 중동 리스크가 지속되면서 유럽 향 ESL 매출 인식 지연 및 운임 비용 상승이 지속되고 있기 때문이다. 동사의 운임비 비중은 1% 내외 → 1.7% 이상까지 커지면서 마진 훼손이 불가피한 상황이다. SCFI(상하이운임지수)도 현재 전분기 대비 20% 이상 상승하고 있다. [그림 2 참고] 24년 매출액과 영업이익도 기존 추정치 대비 각각 -15%, 33% 하향 조정한다. 글로벌 운임비 상승 기조 지속과 ESL 매출 인식 지연 반영으로 조정했다. ESL 매출 비중은 유럽이 60%를 차지하고 있어 운임비 상승에 따른 마진 훼손이 불가피한 상황이다. 다만, 수주는 매분기 우상향 중이며 전체 ESL 비중에서 4 Color 제품의 비중이 유럽에서 40%까지 늘어나고 있는 점은 긍정적이며 운임비 안정화 시점에 큰 폭의 마진 상승이 기대된다.",10.0,3.0,13.0,45.0,6.0,0.0,4.0,5.0,0.0,5.0,6.0,3.0,4.0,0.0,4.0,3.0,3.0,5.0,7.0,7.0,1.0,3.0,9.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,13.0,45.0,6.0,0.0,4.0,5.0,0.0,5.0,6.0,3.0,4.0,0.0,4.0,3.0,3.0,5.0,7.0,7.0,1.0,3.0,9.0,0.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,솔루엠,20500,17710
2861,고영,24.07.19,2Q24 Preview: 매출 및 영업이익 모두 시장기대치 하회 예상,"동사의 매출액은 전년 대비 2% 상승한 540억원으로 시장기대치를 하회할 것으로 예상한다. 당초에도 빠른 업황개선을 기대하지 않았으나, 우리의 기대보다 자동차 전장 외 다른 사업의 부진이 이어지고 있다. 다만, IoT 사업은 작년 실적의 기저가 높았고, 스마트폰 사업은 1Q24 실적의 기저가 높았다는 것을 감안할 필요가 있다. IoT와 스마트폰 수요는 하반기에는 상반기보다 개선될 것으로 예상한다. 영업이익은 전년 대비 41% 상승한 44억원을 기록하며 역시 시장기대치를 하회할 것으로 예상한다. 다만, 비용 통제 노력으로 영업이익률은 전년 대비 2.2%p 개선될 것으로 전망한다.",24.0,14.0,55.0,78.0,10.0,9.0,12.0,11.0,3.0,11.0,12.0,10.0,9.0,3.0,5.0,2.0,8.0,7.0,7.0,13.0,11.0,1.0,13.0,0.0,13.0,5.0,1.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,24.0,14.0,55.0,78.0,10.0,9.0,12.0,11.0,3.0,11.0,12.0,10.0,9.0,3.0,5.0,2.0,8.0,7.0,7.0,13.0,11.0,1.0,13.0,0.0,13.0,5.0,1.0,4.0,0.0,2.0,0.0,2.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,고영,고영에 해당하는 종목이 없습니다,고영에 해당하는 종목이 없습니다
2863,대우건설,24.07.19,기초체력 회복 여부가 중요,체코 원전 외로도 협의 중인 수의계약 안건 많아 해외수주 성장 지속 가능. 그러나 매출액 비중 64% 차지하는 주택부문의 더딘 회복이 아쉬움. 주택시장 회복 기대감 높아지고 있으나 지방 위주로 진행될 PF 및 시행사 구조조정 고려 시 과거 대비 동사의 업황 회복에의 탄력성이 낮아졌을 가능성. 하반기 분양 및 주택수주 회복 속도 확인 필요,1.0,4.0,18.0,26.0,2.0,5.0,0.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,18.0,26.0,2.0,5.0,0.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,대우건설,3795,3600
2869,브랜드엑스코퍼레이션,24.07.19,,,41.0,17.0,20.0,54.0,22.0,14.0,31.0,17.0,2.0,3.0,6.0,12.0,3.0,3.0,8.0,1.0,3.0,5.0,10.0,10.0,9.0,1.0,6.0,3.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,41.0,17.0,20.0,54.0,22.0,14.0,31.0,17.0,2.0,3.0,6.0,12.0,3.0,3.0,8.0,1.0,3.0,5.0,10.0,10.0,9.0,1.0,6.0,3.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,브랜드엑스코퍼레이션,브랜드엑스코퍼레이션에 해당하는 종목이 없습니다,브랜드엑스코퍼레이션에 해당하는 종목이 없습니다
2871,LG유플러스,24.07.19,2Q 프리뷰: 컨센서스 부합,,0.0,0.0,6.0,12.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LG유플러스,9840,10050
2873,유진테크,24.07.19,"매수 투자의견 유지. 목표주가를 55,000원으로 상향","현재 상황으로 볼 때 올해 메모리 반도체 Capex는 YoY 15%, DRAM Capex는 42% 증가할 전망이다. 그러나 연말 확인될 올해 실제 설비 투자 금액은 이를 크게 상회할 가능성이 높은 것으로 판단된다. 올해 메모리 반도체 Capex의 대부분은 DRAM 미세공정 전환과 HBM 설비 확장에 사용될 전망이므로 공정 전환에 필수적인 장비들을 보유한 유진테크의 수혜가 예상된다. 동사 분기 실적은 2Q24부터 지속적으로 개선될 전망이며 올해 매출과 영업이익은 YoY 14%, 58% 증가하는 3,145억원과 385억원을 기록할 것으로 추정된다. 또한 고객들의 1C 나노 전환 투자와 신규 설비 증설이 본격화될 내년에는 동사 실적 개선세가 좀더 빨라질 것으로 판단된다. 동사에 대한 투자의견을 매수로 유지하고 목표주가를 기존의 46,000원에서 55,000원으로 상향한다. 신규 목표주가는 동사 올해 예상 BPS에 지난 5년간의 연간 고점 P/B 배수들의 평균값인 3.3배를 적용하여 도출한 것이다.",0.0,1.0,11.0,30.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,6.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,30.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,7.0,6.0,3.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,유진테크,유진테크에 해당하는 종목이 없습니다,유진테크에 해당하는 종목이 없습니다
2874,KT,24.07.19,"2Q 프리뷰: 매출 컨센서스 상회, 이익 부합 전망",,17.0,8.0,33.0,67.0,12.0,5.0,5.0,9.0,8.0,17.0,15.0,4.0,9.0,5.0,5.0,4.0,4.0,7.0,7.0,15.0,4.0,3.0,12.0,2.0,4.0,11.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,17.0,8.0,33.0,67.0,12.0,5.0,5.0,9.0,8.0,17.0,15.0,4.0,9.0,5.0,5.0,4.0,4.0,7.0,7.0,15.0,4.0,3.0,12.0,2.0,4.0,11.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,KT,42950,41800
2877,SK이노베이션,24.07.19,"재무부담 완화는 긍정적, 향후 펀더멘탈 개선 여부가 관건","전기차 성장 둔화 속 공격적인 증설에 따른 실적 및 재무구조 악화로 SK온 디스카운트 점차 확대되며 반영 가치는 사실상 '0'에 수렴. 다만 동사와 SK E&S(비상장), SK온(지분율 89.5%)과 SK트레이딩인터내셔널/SK엔텀(지분율 각각 100%) 합병으로 재무구조 개선 예상되며 위축됐던 투자심리 점진적으로 회복될 전망",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SK이노베이션,114400,101900
2884,SK텔레콤,24.07.19,2Q 프리뷰: 예상 부합,"예상에 부합하는 실적을 기록할 것으로 전망한다. 연결 기준 영업수익은 4조4,480억원(+3.3% YoY), 영업이익 5,088억원, 영업이익률 11.4%를 전망한다. 중저가 요금제 출시로 MVNO에서 MNO로 전환하는 비중이 커지고, 로밍 매출이 안정적으로 발생하면서 무선사업부는 견조한 실적을 기록할 것으로 예상한다. 브로드밴드 매출은 1조1,200억원(+5% YoY)으로 전망한다. 인터넷과 IPTV 가입자의 순증이 이어지고 있다. 가장 큰 모멘텀으로 기대하는 B2B 사업부 매출은 4,380억원(+11.5% YoY)으로 전망한다. 2Q는 B2B 산업 비수기로, 의미있는 수주는 부재했다. 그러나 데이터센터 가동률이 올라가고 있고, 생성AI 관련 솔루션 확대로 클라우드 매출이 지속적으로 증가하고 있다. 주요 비용의 하향안정화도 이어지고 있다. 특히 재작년 3.7GHz에 대한 추가 주파수 경매를 요청했으나 6G 개발 본격화로 5G 주파수 추가 할당은 무산될 가능성이 커지면서, 올해 안에 추가적인 대규모 CapEx 지출은 없을 것으로 판단한다.",3.0,2.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,13.0,14.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,SK텔레콤,56300,55300
2887,HDC현대산업개발,24.07.19,"3Q 확인될 실적 턴어라운드 속도, 지속 관심 필요","자체사업 기반 실적 안정화 지속. 9~10월 분양 예정인 광운대 역세권 개발사업 분양성과(분양가, 분양률)에 따라 주가 변동성 높아질 수 있는 시기. 그러나 1) 초기 완판 안돼도 복합상업시설/실버하우스 등의 컨텐츠 기반 준공 전 100% 분양 가능성 높고, 2) 초기 분양률 50~60%면 자금수지 문제 없으며, 3) 수익성이 높아 2025년부터 본격 실적 턴어라운드를 견인한다는 측면에서 조정 시 매수 대응 필요. NPL 투자 통해 실질적으로 업황 회복과 함께 수주/실적 높여갈 수 있는 업체, 차선호주 추천",2.0,0.0,3.0,33.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,8.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,33.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,8.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,HDC현대산업개발,21850,19070
2892,한샘,24.07.19,"기대되는 주택거래량 회복 수혜, 업종 Top pick",,0.0,2.0,13.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,한샘,51400,50500
2893,제이브이엠,24.07.19,매출은 아쉽지만 수익성은 전년대비 개선 예상,"동사 2분기 예상 실적은 매출액 379억원(-2%, YoY), 영업이익 70억원(+6.4%, YoY)으로 탑라인 일부 하락을 예상하지만 이익률은 개선될 것으로 전망. 탑라인 하락 원인은 전공의 파업 사태가 주요하며, 전공의 파업이 장기화 되어 병원향 매출 감소가 나타났을 것으로 예상됨. 동사 매출은 내수와 수출로 구분되며 전공의 파업으로 내수가 빠지고 수출 실적이 유지된다면 2Q24 예상 영업이익률은 전년대비 +1.5%p 상승한 +18.4%을 나타낼 것으로 전망됨",33.0,16.0,16.0,35.0,14.0,21.0,12.0,9.0,6.0,7.0,4.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,9.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,33.0,16.0,16.0,35.0,14.0,21.0,12.0,9.0,6.0,7.0,4.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,9.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,제이브이엠,제이브이엠에 해당하는 종목이 없습니다,제이브이엠에 해당하는 종목이 없습니다
2895,OCI홀딩스,24.07.19,2 분기 실적 1 분기 대비 개선 예상,"‘24 년 동사 영업이익 비중 약 51%로 추정하는 OCIM(폴리실리콘)이 1 분기 보수 후 가동율 및 판매량 증가, 1 분기 2 개월 연결 대상이던 OCI 의 3 개월 인식 등으로 2 분기 연결 매출액과 영업이익은 전기비 각각 17%, 19% 증가한 약 1.0 조원 및 1180 억원으로 추정한다. 폴리실리콘은 6 월 시장 불확실성이 증가하면서 4~5 월 대비 판매량이 소폭 감소한 것으로 보이지만 70% 내외 가동률을 기록한 1 분기대비 생산량과 판매량이 증가한 점과 OCI 의 3 개월 실적 연결 영향이 주요했을 것으로 보인다. OCIE(미국 모듈 및 프로젝트)는 모듈 약세와 프로젝트 매각이 소폭 지연, 매출액과 영업이익이 저조한 수준을 기록한 것으로 보인다.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCI홀딩스,66600,58900
2896,스튜디오드래곤,24.07.19,2분기 영업이익 104억원(yoy -36.1%) 전망,"2분기 매출액 1,431억원(yoy -12.5%), 영업이익 104억원(yoy -36.1%, OPM 7.3%)으로 컨센서스 하회를 전망한다. TV 편성이 크게 부진했던 가운데 콘텐츠 상각비 영향도 작용할 것으로 보인다. TV 편성 34회로 지난해 분기 평균 57회, 1분기 54회에 크게 못 미칠 것이다. TV 편성 감소는 매출과 상각비에 동시 영향을 미친다. tvN 드라마 수목 슬롯 중단이 지난해 5월말부터 진행되었기에 상각비 구조를 고려 다음 분기까지는 비용 이슈가 존재할 것으로 판단한다. <세작, 매혹된 자들>, <눈물의 여왕>의 상각비도 존재할 것으로 보이나, 콘텐츠 글로벌 확장 판매로 신작과 구작 매출이 증가하며 방어할 것으로 예상한다.",20.0,10.0,19.0,36.0,8.0,14.0,10.0,8.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,19.0,36.0,8.0,14.0,10.0,8.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,스튜디오드래곤,스튜디오드래곤에 해당하는 종목이 없습니다,스튜디오드래곤에 해당하는 종목이 없습니다
